ID,Name,Desc,Remark
312,Green Elf Belt,,
313,Red Fire Belt,,
314,Blue Jade Belt,,
315,Ice Freezing Belt,,
316,Fire Dragon Belt,,
317,Seven Stars Belt,,
318,Four Void Belt,,
319,Real Valiant Belt,,
320,Triple Lucidity Belt,,
321,Grey Cloth Belt,,
322,Commandment Belt,,
323,Sky Drum Belt,,
324,Wild Vision Belt,,
325,Thunder Sound Belt,,
326,Buddha Vigor Belt,,
327,All Heaven Belt,,
328,Arhat Belt,,
329,Five Principle Belt,,
330,Rosebush Belt,,
331,Redbud Belt,,
332,Cherry Belt,,
333,Orchid Belt,,
334,Lily Belt,,
335,Willow Belt,,
336,Daphne Belt,,
337,Vanilla Belt,,
338,Lotus Belt,,
339,Mushroom Spore,,
340,Snake Blood,,
341,Snake Man Soul,,
342,Key to Sealed Door,,
343,Key to Sealed Door,,
344,Green Identify Gem,"Green Identify Gem, use it to identify green item, arouse the item's potential ability.  Blacksmith can help you do the identification.",
